Date,,Custis Bon Air,Custis Bon Air Ped IN,Custis Bon Air Ped OUT,Custis Bon Air Bike IN,Custis Bon Air Bike OUT
07/01/2013,21:45,1,0,0,0,1
07/01/2013,22:00,4,0,0,1,3
07/01/2013,22:15,1,1,0,0,0
07/01/2013,22:30,1,0,0,0,1
07/01/2013,22:45,0,0,0,0,0
07/01/2013,23:00,1,0,0,0,1
07/01/2013,23:15,0,0,0,0,0
07/01/2013,23:30,0,0,0,0,0
07/01/2013,23:45,0,0,0,0,0
08/01/2013,00:00,0,0,0,0,0
08/01/2013,00:15,0,0,0,0,0
08/01/2013,00:30,0,0,0,0,0
08/01/2013,00:45,0,0,0,0,0
08/01/2013,01:00,0,0,0,0,0
08/01/2013,01:15,0,0,0,0,0
08/01/2013,01:30,1,0,0,0,1
08/01/2013,01:45,0,0,0,0,0
08/01/2013,02:00,2,1,1,0,0
08/01/2013,02:15,0,0,0,0,0
08/01/2013,02:30,0,0,0,0,0
08/01/2013,02:45,0,0,0,0,0
08/01/2013,03:00,0,0,0,0,0
08/01/2013,03:15,0,0,0,0,0
08/01/2013,03:30,0,0,0,0,0
08/01/2013,03:45,0,0,0,0,0
08/01/2013,04:00,0,0,0,0,0
08/01/2013,04:15,0,0,0,0,0
08/01/2013,04:30,4,1,2,1,0
08/01/2013,04:45,0,0,0,0,0
08/01/2013,05:00,3,1,0,0,2
08/01/2013,05:15,2,1,1,0,0
08/01/2013,05:30,5,1,2,2,0
08/01/2013,05:45,9,1,7,1,0
08/01/2013,06:00,13,1,0,9,3
08/01/2013,06:15,12,2,6,4,0
08/01/2013,06:30,11,2,0,7,2
08/01/2013,06:45,15,2,2,9,2
08/01/2013,07:00,21,3,5,11,2
08/01/2013,07:15,23,2,5,16,0
08/01/2013,07:30,31,7,5,17,2
08/01/2013,07:45,31,8,4,14,5
08/01/2013,08:00,30,6,1,21,2
08/01/2013,08:15,32,6,2,19,5
08/01/2013,08:30,27,2,4,19,2
08/01/2013,08:45,17,4,0,9,4
08/01/2013,09:00,13,2,2,8,1
08/01/2013,09:15,9,3,2,2,2
08/01/2013,09:30,6,1,2,3,0
08/01/2013,09:45,12,3,1,7,1
08/01/2013,10:00,7,4,1,1,1
08/01/2013,10:15,7,1,3,1,2
08/01/2013,10:30,9,5,2,2,0
08/01/2013,10:45,9,2,1,4,2
08/01/2013,11:00,6,2,2,0,2
08/01/2013,11:15,9,1,1,3,4
08/01/2013,11:30,6,4,0,2,0
08/01/2013,11:45,7,0,2,2,3
08/01/2013,12:00,8,4,0,3,1
08/01/2013,12:15,9,3,1,3,2
08/01/2013,12:30,10,2,3,0,5
08/01/2013,12:45,8,3,2,1,2
08/01/2013,13:00,13,5,3,5,0
08/01/2013,13:15,8,3,1,3,1
08/01/2013,13:30,14,4,1,5,4
08/01/2013,13:45,12,4,0,3,5
08/01/2013,14:00,10,3,2,5,0
08/01/2013,14:15,18,7,6,4,1
08/01/2013,14:30,16,1,1,6,8
08/01/2013,14:45,9,3,1,1,4
08/01/2013,15:00,12,2,0,3,7
08/01/2013,15:15,13,4,2,2,5
08/01/2013,15:30,14,2,3,6,3
08/01/2013,15:45,13,3,3,1,6
08/01/2013,16:00,17,2,3,3,9
08/01/2013,16:15,19,3,4,6,6
08/01/2013,16:30,25,6,3,3,13
08/01/2013,16:45,20,2,3,4,11
08/01/2013,17:00,26,2,5,4,15
08/01/2013,17:15,27,3,2,6,16
08/01/2013,17:30,27,2,7,2,16
08/01/2013,17:45,22,1,4,0,17
08/01/2013,18:00,26,3,3,3,17
08/01/2013,18:15,21,0,3,1,17
08/01/2013,18:30,23,6,0,0,17
08/01/2013,18:45,14,1,1,3,9
08/01/2013,19:00,26,3,1,8,14
08/01/2013,19:15,16,3,2,1,10
08/01/2013,19:30,7,0,1,1,5
08/01/2013,19:45,9,2,3,1,3
08/01/2013,20:00,4,2,0,0,2
08/01/2013,20:15,6,0,3,1,2
08/01/2013,20:30,4,0,1,2,1
08/01/2013,20:45,4,1,3,0,0
08/01/2013,21:00,1,1,0,0,0
08/01/2013,21:15,2,0,0,2,0
08/01/2013,21:30,5,0,3,1,1
08/01/2013,21:45,5,3,2,0,0
08/01/2013,22:00,0,0,0,0,0
08/01/2013,22:15,2,0,1,0,1
08/01/2013,22:30,1,1,0,0,0
08/01/2013,22:45,0,0,0,0,0
08/01/2013,23:00,0,0,0,0,0
08/01/2013,23:15,0,0,0,0,0
08/01/2013,23:30,0,0,0,0,0
08/01/2013,23:45,0,0,0,0,0
09/01/2013,00:00,0,0,0,0,0
09/01/2013,00:15,0,0,0,0,0
09/01/2013,00:30,0,0,0,0,0
09/01/2013,00:45,0,0,0,0,0
09/01/2013,01:00,0,0,0,0,0
09/01/2013,01:15,0,0,0,0,0
09/01/2013,01:30,0,0,0,0,0
09/01/2013,01:45,1,0,0,0,1
09/01/2013,02:00,0,0,0,0,0
09/01/2013,02:15,0,0,0,0,0
09/01/2013,02:30,0,0,0,0,0
09/01/2013,02:45,0,0,0,0,0
09/01/2013,03:00,0,0,0,0,0
09/01/2013,03:15,0,0,0,0,0
09/01/2013,03:30,0,0,0,0,0
09/01/2013,03:45,0,0,0,0,0
09/01/2013,04:00,0,0,0,0,0
09/01/2013,04:15,0,0,0,0,0
09/01/2013,04:30,2,0,2,0,0
09/01/2013,04:45,1,1,0,0,0
09/01/2013,05:00,2,0,0,1,1
09/01/2013,05:15,3,0,1,1,1
09/01/2013,05:30,5,0,0,5,0
09/01/2013,05:45,5,0,1,2,2
09/01/2013,06:00,17,2,1,13,1
09/01/2013,06:15,15,3,1,7,4
09/01/2013,06:30,16,0,2,13,1
09/01/2013,06:45,19,2,2,13,2
09/01/2013,07:00,19,4,3,9,3
09/01/2013,07:15,24,2,8,13,1
09/01/2013,07:30,30,4,7,14,5
09/01/2013,07:45,31,4,7,17,3
09/01/2013,08:00,27,2,1,20,4
09/01/2013,08:15,27,4,3,14,6
09/01/2013,08:30,18,3,0,15,0
09/01/2013,08:45,22,3,1,12,6
09/01/2013,09:00,10,1,2,5,2
09/01/2013,09:15,18,5,2,8,3
09/01/2013,09:30,15,4,6,3,2
09/01/2013,09:45,7,2,1,3,1
09/01/2013,10:00,8,4,2,0,2
09/01/2013,10:15,8,4,0,3,1
09/01/2013,10:30,18,3,2,10,3
09/01/2013,10:45,6,0,2,2,2
09/01/2013,11:00,8,2,0,4,2
09/01/2013,11:15,9,1,3,3,2
09/01/2013,11:30,7,0,2,4,1
09/01/2013,11:45,11,1,4,1,5
09/01/2013,12:00,10,1,1,4,4
09/01/2013,12:15,15,2,5,4,4
09/01/2013,12:30,8,1,4,2,1
09/01/2013,12:45,16,4,4,6,2
09/01/2013,13:00,14,5,1,4,4
09/01/2013,13:15,9,4,2,1,2
09/01/2013,13:30,10,3,1,5,1
09/01/2013,13:45,10,1,3,1,5
09/01/2013,14:00,11,1,1,4,5
09/01/2013,14:15,9,1,3,3,2
09/01/2013,14:30,6,4,0,1,1
09/01/2013,14:45,9,1,2,0,6
09/01/2013,15:00,6,1,1,0,4
09/01/2013,15:15,7,1,0,1,5
09/01/2013,15:30,13,3,0,4,6
09/01/2013,15:45,11,0,4,1,6
09/01/2013,16:00,15,6,0,0,9
09/01/2013,16:15,21,3,4,2,12
09/01/2013,16:30,18,2,4,3,9
09/01/2013,16:45,26,5,5,2,14
09/01/2013,17:00,23,5,2,4,12
09/01/2013,17:15,35,7,1,9,18
09/01/2013,17:30,25,1,3,3,18
09/01/2013,17:45,28,3,4,2,19
09/01/2013,18:00,31,3,2,4,22
09/01/2013,18:15,27,5,3,0,19
09/01/2013,18:30,20,0,1,2,17
09/01/2013,18:45,19,0,4,2,13
09/01/2013,19:00,14,2,2,3,7
09/01/2013,19:15,9,2,2,0,5
09/01/2013,19:30,5,1,0,1,3
09/01/2013,19:45,8,1,3,1,3
09/01/2013,20:00,6,2,0,0,4
09/01/2013,20:15,1,0,1,0,0
09/01/2013,20:30,2,0,0,1,1
09/01/2013,20:45,6,0,1,4,1
09/01/2013,21:00,1,1,0,0,0
09/01/2013,21:15,1,0,0,0,1
09/01/2013,21:30,2,1,1,0,0
09/01/2013,21:45,1,0,0,1,0
09/01/2013,22:00,2,1,1,0,0
09/01/2013,22:15,1,0,0,0,1
09/01/2013,22:30,0,0,0,0,0
09/01/2013,22:45,0,0,0,0,0
09/01/2013,23:00,1,0,1,0,0
09/01/2013,23:15,0,0,0,0,0
09/01/2013,23:30,0,0,0,0,0
09/01/2013,23:45,0,0,0,0,0
10/01/2013,00:00,0,0,0,0,0
10/01/2013,00:15,0,0,0,0,0
10/01/2013,00:30,0,0,0,0,0
10/01/2013,00:45,0,0,0,0,0
10/01/2013,01:00,0,0,0,0,0
10/01/2013,01:15,0,0,0,0,0
10/01/2013,01:30,1,0,0,0,1
10/01/2013,01:45,0,0,0,0,0
10/01/2013,02:00,0,0,0,0,0
10/01/2013,02:15,0,0,0,0,0
10/01/2013,02:30,0,0,0,0,0
10/01/2013,02:45,0,0,0,0,0
10/01/2013,03:00,0,0,0,0,0
10/01/2013,03:15,0,0,0,0,0
10/01/2013,03:30,0,0,0,0,0
10/01/2013,03:45,0,0,0,0,0
10/01/2013,04:00,0,0,0,0,0
10/01/2013,04:15,0,0,0,0,0
10/01/2013,04:30,1,0,1,0,0
10/01/2013,04:45,0,0,0,0,0
10/01/2013,05:00,3,1,1,1,0
10/01/2013,05:15,4,0,1,3,0
10/01/2013,05:30,3,1,0,2,0
10/01/2013,05:45,12,2,5,5,0
10/01/2013,06:00,12,1,3,7,1
10/01/2013,06:15,21,4,4,11,2
10/01/2013,06:30,19,4,7,8,0
10/01/2013,06:45,21,4,2,11,4
10/01/2013,07:00,25,4,6,10,5
10/01/2013,07:15,18,2,1,11,4
10/01/2013,07:30,31,6,2,16,7
10/01/2013,07:45,31,3,5,19,4
10/01/2013,08:00,21,5,2,13,1
10/01/2013,08:15,29,4,3,19,3
10/01/2013,08:30,19,1,2,13,3
10/01/2013,08:45,16,3,2,9,2
10/01/2013,09:00,16,1,1,9,5
10/01/2013,09:15,13,3,3,6,1
10/01/2013,09:30,5,1,0,3,1
10/01/2013,09:45,13,5,1,4,3
10/01/2013,10:00,7,5,1,1,0
10/01/2013,10:15,9,5,1,2,1
10/01/2013,10:30,9,2,3,3,1
10/01/2013,10:45,5,1,1,2,1
10/01/2013,11:00,10,5,2,1,2
10/01/2013,11:15,6,4,0,1,1
10/01/2013,11:30,3,0,2,1,0
10/01/2013,11:45,12,2,3,6,1
10/01/2013,12:00,10,1,4,2,3
10/01/2013,12:15,15,4,4,7,0
10/01/2013,12:30,9,5,1,1,2
10/01/2013,12:45,12,3,1,3,5
10/01/2013,13:00,14,5,3,4,2
10/01/2013,13:15,11,1,2,4,4
10/01/2013,13:30,15,1,4,4,6
10/01/2013,13:45,13,3,1,7,2
10/01/2013,14:00,12,2,2,3,5
10/01/2013,14:15,18,4,5,8,1
10/01/2013,14:30,6,2,1,3,0
10/01/2013,14:45,14,3,4,1,6
10/01/2013,15:00,15,3,0,9,3
10/01/2013,15:15,11,3,0,3,5
10/01/2013,15:30,12,2,2,6,2
10/01/2013,15:45,14,2,3,2,7
10/01/2013,16:00,16,4,5,1,6
10/01/2013,16:15,28,9,4,6,9
10/01/2013,16:30,22,3,5,4,10
10/01/2013,16:45,31,8,5,4,14
10/01/2013,17:00,32,8,6,2,16
10/01/2013,17:15,25,5,2,4,14
10/01/2013,17:30,33,1,6,5,21
10/01/2013,17:45,38,4,1,3,30
10/01/2013,18:00,19,0,2,2,15
10/01/2013,18:15,10,3,0,2,5
10/01/2013,18:30,20,3,3,4,10
10/01/2013,18:45,17,1,0,1,15
10/01/2013,19:00,21,1,1,2,17
10/01/2013,19:15,7,2,1,2,2
10/01/2013,19:30,9,0,0,0,9
10/01/2013,19:45,7,0,4,0,3
10/01/2013,20:00,5,0,0,0,5
10/01/2013,20:15,2,0,0,0,2
10/01/2013,20:30,2,0,0,1,1
10/01/2013,20:45,3,0,2,1,0
10/01/2013,21:00,3,1,0,1,1
10/01/2013,21:15,3,0,0,1,2
10/01/2013,21:30,5,1,1,0,3
10/01/2013,21:45,2,0,1,0,1
10/01/2013,22:00,0,0,0,0,0
10/01/2013,22:15,1,0,0,0,1
10/01/2013,22:30,1,0,0,0,1
10/01/2013,22:45,1,1,0,0,0
10/01/2013,23:00,1,1,0,0,0
10/01/2013,23:15,0,0,0,0,0
10/01/2013,23:30,0,0,0,0,0
10/01/2013,23:45,0,0,0,0,0
11/01/2013,00:00,1,0,0,0,1
11/01/2013,00:15,0,0,0,0,0
11/01/2013,00:30,0,0,0,0,0
11/01/2013,00:45,1,0,0,0,1
11/01/2013,01:00,1,1,0,0,0
11/01/2013,01:15,0,0,0,0,0
11/01/2013,01:30,0,0,0,0,0
11/01/2013,01:45,0,0,0,0,0
11/01/2013,02:00,0,0,0,0,0
11/01/2013,02:15,0,0,0,0,0
11/01/2013,02:30,0,0,0,0,0
11/01/2013,02:45,0,0,0,0,0
11/01/2013,03:00,0,0,0,0,0
11/01/2013,03:15,0,0,0,0,0
11/01/2013,03:30,0,0,0,0,0
11/01/2013,03:45,0,0,0,0,0
11/01/2013,04:00,0,0,0,0,0
11/01/2013,04:15,0,0,0,0,0
11/01/2013,04:30,2,0,1,1,0
11/01/2013,04:45,0,0,0,0,0
11/01/2013,05:00,0,0,0,0,0
11/01/2013,05:15,2,0,2,0,0
11/01/2013,05:30,3,1,1,1,0
11/01/2013,05:45,8,4,2,2,0
11/01/2013,06:00,10,2,3,2,3
11/01/2013,06:15,11,5,2,4,0
11/01/2013,06:30,14,3,2,5,4
11/01/2013,06:45,15,2,4,6,3
11/01/2013,07:00,14,0,5,6,3
11/01/2013,07:15,22,6,4,12,0
11/01/2013,07:30,20,3,4,11,2
11/01/2013,07:45,43,12,17,10,4
11/01/2013,08:00,19,5,3,9,2
11/01/2013,08:15,20,5,2,10,3
11/01/2013,08:30,26,5,5,14,2
11/01/2013,08:45,13,0,3,9,1
11/01/2013,09:00,8,0,4,3,1
11/01/2013,09:15,9,1,4,4,0
11/01/2013,09:30,8,3,2,0,3
11/01/2013,09:45,7,1,2,3,1
11/01/2013,10:00,4,0,1,1,2
11/01/2013,10:15,6,3,1,2,0
11/01/2013,10:30,7,0,3,3,1
11/01/2013,10:45,6,3,0,3,0
11/01/2013,11:00,3,2,1,0,0
11/01/2013,11:15,6,2,1,1,2
11/01/2013,11:30,4,2,0,2,0
11/01/2013,11:45,7,1,1,2,3
11/01/2013,12:00,7,1,4,1,1
11/01/2013,12:15,8,1,1,2,4
11/01/2013,12:30,13,6,4,2,1
11/01/2013,12:45,8,4,2,0,2
11/01/2013,13:00,7,1,1,3,2
11/01/2013,13:15,6,3,2,1,0
11/01/2013,13:30,9,2,2,1,4
11/01/2013,13:45,3,1,0,2,0
11/01/2013,14:00,4,1,1,0,2
11/01/2013,14:15,4,0,3,1,0
11/01/2013,14:30,4,0,2,0,2
11/01/2013,14:45,9,4,0,3,2
11/01/2013,15:00,19,11,5,0,3
11/01/2013,15:15,4,0,2,0,2
11/01/2013,15:30,2,1,1,0,0
11/01/2013,15:45,1,0,0,0,1
11/01/2013,16:00,8,1,3,1,3
11/01/2013,16:15,5,1,1,1,2
11/01/2013,16:30,10,3,0,0,7
11/01/2013,16:45,7,0,1,0,6
11/01/2013,17:00,14,3,1,1,9
11/01/2013,17:15,11,1,1,1,8
11/01/2013,17:30,13,2,3,2,6
11/01/2013,17:45,14,1,1,3,9
11/01/2013,18:00,10,0,1,1,8
11/01/2013,18:15,10,0,0,1,9
11/01/2013,18:30,4,0,0,0,4
11/01/2013,18:45,10,0,2,0,8
11/01/2013,19:00,6,0,1,0,5
11/01/2013,19:15,5,1,0,0,4
11/01/2013,19:30,0,0,0,0,0
11/01/2013,19:45,2,0,0,2,0
11/01/2013,20:00,2,0,0,1,1
11/01/2013,20:15,1,0,0,0,1
11/01/2013,20:30,3,0,0,1,2
11/01/2013,20:45,2,0,2,0,0
11/01/2013,21:00,0,0,0,0,0
11/01/2013,21:15,0,0,0,0,0
11/01/2013,21:30,1,0,0,0,1
11/01/2013,21:45,1,0,1,0,0
11/01/2013,22:00,1,0,1,0,0
11/01/2013,22:15,0,0,0,0,0
11/01/2013,22:30,0,0,0,0,0
11/01/2013,22:45,1,0,0,0,1
11/01/2013,23:00,0,0,0,0,0
11/01/2013,23:15,1,0,0,0,1
11/01/2013,23:30,0,0,0,0,0
11/01/2013,23:45,0,0,0,0,0
12/01/2013,00:00,0,0,0,0,0
12/01/2013,00:15,1,0,0,1,0
12/01/2013,00:30,0,0,0,0,0
12/01/2013,00:45,0,0,0,0,0
12/01/2013,01:00,0,0,0,0,0
12/01/2013,01:15,0,0,0,0,0
12/01/2013,01:30,0,0,0,0,0
12/01/2013,01:45,0,0,0,0,0
12/01/2013,02:00,0,0,0,0,0
12/01/2013,02:15,0,0,0,0,0
12/01/2013,02:30,0,0,0,0,0
12/01/2013,02:45,0,0,0,0,0
12/01/2013,03:00,0,0,0,0,0
12/01/2013,03:15,0,0,0,0,0
12/01/2013,03:30,0,0,0,0,0
12/01/2013,03:45,0,0,0,0,0
12/01/2013,04:00,0,0,0,0,0
12/01/2013,04:15,1,1,0,0,0
12/01/2013,04:30,0,0,0,0,0
12/01/2013,04:45,0,0,0,0,0
12/01/2013,05:00,1,1,0,0,0
12/01/2013,05:15,3,1,1,0,1
12/01/2013,05:30,0,0,0,0,0
12/01/2013,05:45,1,0,1,0,0
12/01/2013,06:00,1,1,0,0,0
12/01/2013,06:15,0,0,0,0,0
12/01/2013,06:30,2,1,1,0,0
12/01/2013,06:45,8,6,1,0,1
12/01/2013,07:00,3,0,1,1,1
12/01/2013,07:15,5,1,3,1,0
12/01/2013,07:30,17,4,8,3,2
12/01/2013,07:45,16,7,8,0,1
12/01/2013,08:00,10,4,2,2,2
12/01/2013,08:15,21,7,7,5,2
12/01/2013,08:30,25,5,2,14,4
12/01/2013,08:45,12,5,3,3,1
12/01/2013,09:00,20,5,8,5,2
12/01/2013,09:15,14,6,4,2,2
12/01/2013,09:30,21,5,4,7,5
12/01/2013,09:45,27,6,10,7,4
12/01/2013,10:00,30,6,12,4,8
12/01/2013,10:15,34,11,12,5,6
12/01/2013,10:30,24,4,3,10,7
12/01/2013,10:45,33,5,10,9,9
12/01/2013,11:00,29,10,7,9,3
12/01/2013,11:15,38,7,2,14,15
12/01/2013,11:30,33,8,8,7,10
12/01/2013,11:45,26,7,4,11,4
12/01/2013,12:00,45,12,4,11,18
12/01/2013,12:15,42,10,12,16,4
12/01/2013,12:30,45,22,3,6,14
12/01/2013,12:45,39,10,2,11,16
12/01/2013,13:00,42,18,4,10,10
12/01/2013,13:15,41,7,4,13,17
12/01/2013,13:30,45,10,2,16,17
12/01/2013,13:45,43,4,7,20,12
12/01/2013,14:00,46,11,7,18,10
12/01/2013,14:15,52,11,8,20,13
12/01/2013,14:30,35,8,9,12,6
12/01/2013,14:45,45,8,10,15,12
12/01/2013,15:00,58,10,6,22,20
12/01/2013,15:15,47,9,2,18,18
12/01/2013,15:30,55,10,5,20,20
12/01/2013,15:45,37,5,7,12,13
12/01/2013,16:00,37,8,6,13,10
12/01/2013,16:15,40,10,10,10,10
12/01/2013,16:30,48,7,9,21,11
12/01/2013,16:45,27,9,4,6,8
12/01/2013,17:00,24,7,5,10,2
12/01/2013,17:15,13,3,1,2,7
12/01/2013,17:30,2,0,0,0,2
12/01/2013,17:45,4,0,0,1,3
12/01/2013,18:00,2,0,0,2,0
12/01/2013,18:15,0,0,0,0,0
12/01/2013,18:30,0,0,0,0,0
12/01/2013,18:45,1,0,0,0,1
12/01/2013,19:00,1,0,0,1,0
12/01/2013,19:15,1,0,0,0,1
12/01/2013,19:30,0,0,0,0,0
12/01/2013,19:45,0,0,0,0,0
12/01/2013,20:00,1,0,0,1,0
12/01/2013,20:15,0,0,0,0,0
12/01/2013,20:30,1,0,1,0,0
12/01/2013,20:45,0,0,0,0,0
12/01/2013,21:00,1,1,0,0,0
12/01/2013,21:15,0,0,0,0,0
12/01/2013,21:30,0,0,0,0,0
12/01/2013,21:45,0,0,0,0,0
12/01/2013,22:00,0,0,0,0,0
12/01/2013,22:15,0,0,0,0,0
12/01/2013,22:30,0,0,0,0,0
12/01/2013,22:45,1,0,0,0,1
12/01/2013,23:00,0,0,0,0,0
12/01/2013,23:15,0,0,0,0,0
12/01/2013,23:30,1,0,0,1,0
12/01/2013,23:45,0,0,0,0,0
13/01/2013,00:00,0,0,0,0,0
13/01/2013,00:15,0,0,0,0,0
13/01/2013,00:30,0,0,0,0,0
13/01/2013,00:45,0,0,0,0,0
13/01/2013,01:00,0,0,0,0,0
13/01/2013,01:15,0,0,0,0,0
13/01/2013,01:30,0,0,0,0,0
13/01/2013,01:45,0,0,0,0,0
13/01/2013,02:00,2,2,0,0,0
13/01/2013,02:15,0,0,0,0,0
13/01/2013,02:30,0,0,0,0,0
13/01/2013,02:45,0,0,0,0,0
13/01/2013,03:00,0,0,0,0,0
13/01/2013,03:15,0,0,0,0,0
13/01/2013,03:30,0,0,0,0,0
13/01/2013,03:45,0,0,0,0,0
13/01/2013,04:00,0,0,0,0,0
13/01/2013,04:15,1,1,0,0,0
13/01/2013,04:30,0,0,0,0,0
13/01/2013,04:45,0,0,0,0,0
13/01/2013,05:00,0,0,0,0,0
13/01/2013,05:15,0,0,0,0,0
13/01/2013,05:30,0,0,0,0,0
13/01/2013,05:45,0,0,0,0,0
13/01/2013,06:00,0,0,0,0,0
13/01/2013,06:15,2,1,0,0,1
13/01/2013,06:30,4,0,3,0,1
13/01/2013,06:45,3,1,1,1,0
13/01/2013,07:00,3,0,1,0,2
13/01/2013,07:15,9,1,3,2,3
13/01/2013,07:30,6,1,2,1,2
13/01/2013,07:45,9,1,7,1,0
13/01/2013,08:00,13,8,2,3,0
13/01/2013,08:15,10,4,2,2,2
13/01/2013,08:30,17,7,1,7,2
13/01/2013,08:45,16,6,1,4,5
13/01/2013,09:00,21,7,6,6,2
13/01/2013,09:15,30,5,9,10,6
13/01/2013,09:30,26,7,14,4,1
13/01/2013,09:45,25,9,6,2,8
13/01/2013,10:00,27,3,10,7,7
13/01/2013,10:15,32,6,9,8,9
13/01/2013,10:30,29,4,4,15,6
13/01/2013,10:45,25,6,4,6,9
13/01/2013,11:00,29,8,7,8,6
13/01/2013,11:15,31,8,10,7,6
13/01/2013,11:30,17,2,7,6,2
13/01/2013,11:45,29,9,4,12,4
13/01/2013,12:00,17,2,6,2,7
13/01/2013,12:15,41,13,4,10,14
13/01/2013,12:30,18,1,3,9,5
13/01/2013,12:45,17,4,4,5,4
13/01/2013,13:00,32,5,6,8,13
13/01/2013,13:15,15,1,3,3,8
13/01/2013,13:30,32,8,11,5,8
13/01/2013,13:45,37,11,5,12,9
13/01/2013,14:00,35,3,9,10,13
13/01/2013,14:15,23,7,4,4,8
13/01/2013,14:30,30,9,1,13,7
13/01/2013,14:45,11,4,1,1,5
13/01/2013,15:00,36,10,7,14,5
13/01/2013,15:15,20,6,5,5,4
13/01/2013,15:30,23,9,1,7,6
13/01/2013,15:45,21,3,6,5,7
13/01/2013,16:00,20,3,3,9,5
13/01/2013,16:15,29,11,12,4,2
13/01/2013,16:30,18,7,5,4,2
13/01/2013,16:45,21,6,4,6,5
13/01/2013,17:00,15,5,5,2,3
13/01/2013,17:15,5,2,1,2,0
13/01/2013,17:30,6,2,2,2,0
13/01/2013,17:45,4,0,1,1,2
13/01/2013,18:00,1,0,0,1,0
13/01/2013,18:15,4,3,0,0,1
13/01/2013,18:30,1,0,1,0,0
13/01/2013,18:45,0,0,0,0,0
13/01/2013,19:00,0,0,0,0,0
13/01/2013,19:15,2,1,0,0,1
13/01/2013,19:30,1,1,0,0,0
13/01/2013,19:45,1,1,0,0,0
13/01/2013,20:00,1,0,0,1,0
13/01/2013,20:15,2,0,1,1,0
13/01/2013,20:30,0,0,0,0,0
13/01/2013,20:45,1,0,1,0,0
13/01/2013,21:00,1,1,0,0,0
13/01/2013,21:15,1,0,1,0,0
13/01/2013,21:30,0,0,0,0,0
13/01/2013,21:45,0,0,0,0,0
13/01/2013,22:00,0,0,0,0,0
13/01/2013,22:15,0,0,0,0,0
13/01/2013,22:30,0,0,0,0,0
13/01/2013,22:45,4,0,0,3,1
13/01/2013,23:00,0,0,0,0,0
13/01/2013,23:15,0,0,0,0,0
13/01/2013,23:30,1,0,0,0,1
13/01/2013,23:45,0,0,0,0,0
14/01/2013,00:00,0,0,0,0,0
14/01/2013,00:15,0,0,0,0,0
14/01/2013,00:30,0,0,0,0,0
14/01/2013,00:45,0,0,0,0,0
14/01/2013,01:00,0,0,0,0,0
14/01/2013,01:15,0,0,0,0,0
14/01/2013,01:30,0,0,0,0,0
14/01/2013,01:45,0,0,0,0,0
14/01/2013,02:00,0,0,0,0,0
14/01/2013,02:15,0,0,0,0,0
14/01/2013,02:30,0,0,0,0,0
14/01/2013,02:45,1,1,0,0,0
14/01/2013,03:00,0,0,0,0,0
14/01/2013,03:15,0,0,0,0,0
14/01/2013,03:30,0,0,0,0,0
14/01/2013,03:45,0,0,0,0,0
14/01/2013,04:00,0,0,0,0,0
14/01/2013,04:15,0,0,0,0,0
14/01/2013,04:30,2,0,2,0,0
14/01/2013,04:45,0,0,0,0,0
14/01/2013,05:00,2,1,0,0,1
14/01/2013,05:15,3,0,2,1,0
14/01/2013,05:30,3,1,0,2,0
14/01/2013,05:45,8,3,4,1,0
14/01/2013,06:00,10,5,2,3,0
14/01/2013,06:15,12,2,1,9,0
14/01/2013,06:30,14,3,3,7,1
14/01/2013,06:45,16,2,0,13,1
14/01/2013,07:00,19,4,3,9,3
14/01/2013,07:15,18,0,6,11,1
14/01/2013,07:30,16,3,1,12,0
14/01/2013,07:45,16,0,3,11,2
14/01/2013,08:00,19,2,3,12,2
14/01/2013,08:15,23,5,2,11,5
14/01/2013,08:30,20,2,2,14,2
14/01/2013,08:45,12,1,1,10,0
14/01/2013,09:00,11,3,2,6,0
14/01/2013,09:15,10,3,1,5,1
14/01/2013,09:30,8,2,1,3,2
14/01/2013,09:45,4,1,3,0,0
14/01/2013,10:00,4,0,2,1,1
14/01/2013,10:15,5,0,2,3,0
14/01/2013,10:30,9,3,2,4,0
14/01/2013,10:45,4,2,0,0,2
14/01/2013,11:00,11,6,2,2,1
14/01/2013,11:15,3,0,1,0,2
14/01/2013,11:30,12,2,4,5,1
14/01/2013,11:45,11,4,4,2,1
14/01/2013,12:00,8,2,3,2,1
14/01/2013,12:15,7,1,4,0,2
14/01/2013,12:30,11,4,5,0,2
14/01/2013,12:45,7,2,1,3,1
14/01/2013,13:00,9,1,7,1,0
14/01/2013,13:15,6,2,3,0,1
14/01/2013,13:30,8,4,0,1,3
14/01/2013,13:45,9,3,4,2,0
14/01/2013,14:00,7,3,1,2,1
14/01/2013,14:15,8,3,3,1,1
14/01/2013,14:30,6,2,3,0,1
14/01/2013,14:45,6,0,1,1,4
14/01/2013,15:00,8,2,3,2,1
14/01/2013,15:15,7,1,2,2,2
14/01/2013,15:30,8,3,3,0,2
14/01/2013,15:45,8,1,1,1,5
14/01/2013,16:00,6,1,1,0,4
14/01/2013,16:15,10,1,2,2,5
14/01/2013,16:30,12,2,2,0,8
14/01/2013,16:45,13,4,0,1,8
14/01/2013,17:00,17,4,2,3,8
14/01/2013,17:15,26,5,4,2,15
14/01/2013,17:30,21,0,1,1,19
14/01/2013,17:45,20,2,2,1,15
14/01/2013,18:00,13,1,1,1,10
14/01/2013,18:15,19,5,0,3,11
14/01/2013,18:30,14,0,2,2,10
14/01/2013,18:45,15,1,3,0,11
14/01/2013,19:00,12,3,0,2,7
14/01/2013,19:15,9,1,3,1,4
